ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,LandSize,Age,Latitude,Longitude,train_station_id,distance_to_train_stat,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average
ID155839549,2/575 Warrigal Rd,BENTLEIGH EAST,850000.0,t,20/05/2017,3,2.0,2.0,321.0,69.0,-37.9316,145.0806,19916,2983.67,31.35483870967742,0,959.0,4476.666666666667,324.0
ID446446913,29 Murray St,PRAHRAN,1500000.0,h,17/09/2016,2,1.0,2.0,222.0,89.0,-37.8501,144.9995,19947,655.76,16.214285714285715,0,923.3333333333334,7218.333333333333,438.0
ID887166385,10a Elizabeth St,BULLEEN,1250000.0,t,8/10/2016,3,2.0,2.0,315.0,59.0,-37.7607,145.0853,19935,2203.54,29.823529411764707,0,1263.6666666666667,7774.0,843.0
ID525780586,22 Skipton Rd,HUGHESDALE,1337000.0,h,15/10/2016,4,1.0,2.0,696.0,89.0,-37.8991,145.0804,19918,528.7,27.35483870967742,0,771.3333333333334,1545.3333333333333,210.33333333333334
ID325820023,95 Bank St,SOUTH MELBOURNE,1151000.0,h,23/09/2017,2,1.0,0.0,128.0,129.0,-37.83281,144.96633,19854,1615.6,3.1806451612903226,0,1245.0,3886.0,447.6666666666667
ID562770787,2/19 Hemming St,BRIGHTON EAST,880000.0,u,11/02/2017,3,2.0,2.0,304.0,29.0,-37.9308,145.0316,19937,599.98,38.266666666666666,0,2897.3333333333335,11243.0,942.0
ID456391796,19 Hughes St,BRAYBROOK,570500.0,h,10/12/2016,3,1.0,1.0,471.0,59.0,-37.7924,144.8523,20022,1207.63,21.4,0,3787.3333333333335,14549.666666666666,1179.6666666666667
ID445785918,7/36 Union St,BRIGHTON EAST,972000.0,t,29/04/2017,3,2.0,1.0,119.0,19.0,-37.9084,145.0118,19952,897.29,24.5,0,2897.3333333333335,11243.0,942.0
ID238872992,26 Irvine St,DEER PARK,535000.0,h,15/07/2017,3,1.0,0.0,675.0,49.0,-37.76496,144.77289,19982,1426.21,23.90909090909091,0,326.6666666666667,1234.6666666666667,99.0
ID651788624,3/50 Airlie Rd,MONTMORENCY,960000.0,t,27/05/2017,3,2.0,2.0,397.0,16.0,-37.72331,145.11909,19986,917.28,43.9,0,1471.0,7759.666666666667,779.6666666666666
ID871977267,33 Holmes St,BRUNSWICK EAST,950000.0,h,16/09/2017,2,2.0,1.0,224.0,119.0,-37.75995,144.97413,19967,1192.02,27.333333333333332,0,817.6666666666666,1779.6666666666667,181.0
ID767287898,126/69 Dorcas St,SOUTH MELBOURNE,862000.0,u,10/09/2016,3,2.0,2.0,0.0,18.0,-37.8311,144.9679,19854,1426.66,3.1806451612903226,0,1568.6666666666667,4937.333333333333,608.0
ID613665902,43/100 Commercial Rd,SOUTH YARRA,1230000.0,u,3/12/2016,3,2.0,2.0,0.0,21.0,-37.8453,144.9849,19958,640.78,13.5,0,1568.6666666666667,4937.333333333333,608.0
ID588287211,36 Sturdee St,RESERVOIR,780000.0,h,17/06/2017,3,1.0,2.0,893.0,79.0,-37.69964,145.00945,20008,572.61,38.22222222222222,0,885.0,1901.0,227.66666666666666
ID773380326,2/27 Pakington St,KEW,610000.0,u,25/02/2017,2,1.0,1.0,745.0,51.0,-37.8024,145.0346,19904,2128.62,15.666666666666666,1,288.0,712.0,75.66666666666667
ID551447133,1/17 Auburn Gr,HAWTHORN EAST,573000.0,u,13/08/2016,2,1.0,1.0,0.0,49.0,-37.8254,145.047,19903,349.27,17.904761904761905,1,1612.3333333333333,9769.0,554.3333333333334
ID308887879,115 Cheddar Rd,RESERVOIR,836000.0,h,15/10/2016,2,1.0,1.0,931.0,49.0,-37.7033,145.0169,20009,827.5,35.2,0,1118.3333333333333,2578.6666666666665,260.3333333333333
ID507744098,16 Etherington Dr,MERNDA,430000.0,h,19/08/2017,3,2.0,2.0,180.0,39.0,-37.59827,145.07939,52161,1954.65,57.333333333333336,0,1508.3333333333333,6073.0,553.6666666666666
ID141071692,15/67 Nicholson St,BRUNSWICK EAST,435000.0,u,13/05/2017,2,1.0,1.0,0.0,8.0,-37.7755,144.9786,20017,1291.27,19.3,0,817.6666666666666,1779.6666666666667,181.0
ID857625133,18 Grandvalley Dr,KEILOR EAST,520000.0,t,1/07/2017,2,2.0,2.0,62.0,5.0,-37.73893,144.87661,20037,3969.56,24.0,0,591.6666666666666,1189.6666666666667,177.33333333333334
ID620798747,1 Diana Dr,BLACKBURN NORTH,1280000.0,h,17/06/2017,4,2.0,1.0,797.0,59.0,-37.80755,145.1638,19899,1750.08,31.666666666666668,0,5.0,73.0,1.0
ID607255215,4 Nuthall Wy,EPPING,1012000.0,h,15/07/2017,4,3.0,3.0,631.0,10.0,-37.6246,145.01686,20005,3306.72,45.22222222222222,0,2006.6666666666667,7754.333333333333,1051.3333333333333
ID390915268,65 Hyde St,FOOTSCRAY,740000.0,h,25/02/2017,3,1.0,1.0,211.0,109.0,-37.8059,144.901,22240,507.43,10.142857142857142,0,2047.6666666666667,9171.0,742.3333333333334
ID328506788,5 Binalong Ct,YALLAMBIE,720000.0,h,25/02/2017,3,2.0,2.0,555.0,41.0,-37.7214,145.1034,19986,1733.86,43.9,0,1064.6666666666667,4200.666666666667,432.6666666666667
ID765174330,17 Arkley Dr,GREENVALE,645000.0,h,17/06/2017,4,2.0,2.0,538.0,19.0,-37.6499,144.9013,44817,2507.44,43.0,0,512.0,1119.6666666666667,175.66666666666666
ID918119901,5 Ireland St,SEAFORD,782500.0,h,17/06/2017,3,2.0,2.0,603.0,16.0,-38.09088,145.12933999999996,19857,1466.05,63.81818181818182,0,101.66666666666667,251.33333333333334,18.666666666666668
ID216781173,7/56 Golf Links Rd,GLENROY,362500.0,u,27/05/2017,1,1.0,1.0,124.0,39.0,-37.70917,144.92291,20032,719.12,36.0,0,1841.6666666666667,9184.666666666666,533.3333333333334
ID463937670,4 Benton Ct,DONCASTER,1250000.0,h,17/09/2016,3,2.0,1.0,728.0,54.0,-37.7813,145.1318,20042,4318.77,25.775,0,2176.3333333333335,12155.666666666666,675.3333333333334
ID759894569,1 Chester Cl,GREENVALE,680000.0,h,3/06/2017,3,2.0,1.0,650.0,29.0,-37.64049,144.8846,44817,4308.52,43.0,0,512.0,1119.6666666666667,175.66666666666666
ID520176242,1/48 Ormond Rd,ELWOOD,1015000.0,u,13/08/2016,2,1.0,2.0,0.0,16.0,-37.8844,144.9855,19955,1275.06,19.5,0,2176.3333333333335,12155.666666666666,675.3333333333334
ID262422184,1 Scott St,WERRIBEE,621000.0,h,9/09/2017,4,2.0,2.0,556.0,18.0,-37.89463,144.66857,19921,841.34,35.142857142857146,0,98.66666666666667,190.66666666666666,19.0
ID845971558,46 Sesame St,MOUNT WAVERLEY,2248000.0,h,15/07/2017,5,5.0,2.0,729.0,3.0,-37.86582,145.14824,19897,5057.29,30.818181818181817,0,1471.0,7759.666666666667,779.6666666666666
ID365508725,18 Iluka St,BLACK ROCK,2000000.0,h,9/09/2017,4,2.0,4.0,823.0,69.0,-37.9757,145.02535,19866,2753.98,42.125,0,2524.3333333333335,12864.666666666666,738.6666666666666
ID892696983,13/5 Denham St,HAWTHORN,753000.0,u,7/05/2016,2,1.0,2.0,0.0,59.0,-37.8186,145.017,19905,630.87,13.952380952380953,0,1570.3333333333333,10887.333333333334,1240.6666666666667
ID622929428,45 Hornby St,WINDSOR,1325000.0,h,25/02/2017,2,1.0,0.0,140.0,49.0,-37.8547,144.9959,19957,371.58,15.5,0,1064.6666666666667,4200.666666666667,432.6666666666667
ID813132601,73 Linacre Rd,HAMPTON,1403000.0,h,10/12/2016,3,1.0,2.0,495.0,69.0,-37.9428,145.0092,19949,865.29,31.5,0,2345.6666666666665,12225.333333333334,725.3333333333334
ID293818837,10 Haynes St,HIGHETT,1535000.0,h,22/07/2017,4,2.0,2.0,719.0,21.0,-37.94999,145.03122,19872,951.1,40.166666666666664,0,2837.0,9343.666666666666,1212.6666666666667
ID702994535,4/1 Allard St,BRUNSWICK WEST,473000.0,u,4/06/2016,2,1.0,2.0,568.0,49.0,-37.7682,144.9422,19968,1530.87,25.333333333333332,0,1263.6666666666667,7774.0,843.0
ID521004498,4 Invermay Gr,HAWTHORN EAST,1768000.0,h,9/09/2017,3,2.0,2.0,304.0,49.0,-37.83277,145.04373,19903,1169.41,17.904761904761905,0,1253.6666666666667,7401.333333333333,484.6666666666667
ID271907809,24 Hill St,BENTLEIGH EAST,1316000.0,h,17/06/2017,3,1.0,1.0,636.0,61.0,-37.92463,145.06051000000005,19938,2199.49,36.84615384615385,1,959.0,4476.666666666667,324.0
ID242741424,6 Como St,ALPHINGTON,2345000.0,h,1/07/2017,4,2.0,2.0,803.0,99.0,-37.78122000000001,145.0336,19931,376.24,24.0,0,1214.6666666666667,5603.666666666667,375.3333333333333
ID902594055,53 Wests Rd,MARIBYRNONG,560000.0,t,4/02/2016,3,2.0,2.0,83.0,19.0,-37.7719,144.8815,20023,3346.31,19.4,0,884.0,2291.3333333333335,376.6666666666667
ID365951308,1 Carcoola Ct,ORMOND,1470000.0,h,25/02/2017,3,2.0,2.0,0.0,39.0,-37.9071,145.0439,19941,573.67,32.15384615384615,0,298.0,735.0,154.0
ID363176058,4 Hansen St,BRIGHTON EAST,900000.0,h,19/11/2016,3,2.0,2.0,236.0,19.0,-37.9215,145.0227,19938,1192.66,36.84615384615385,0,3787.3333333333335,14549.666666666666,1179.6666666666667
ID705680565,5 Stewart St,ORMOND,1870000.0,h,26/08/2017,4,2.0,2.0,663.0,24.0,-37.90617,145.02875,19940,956.9,33.15384615384615,0,298.0,735.0,154.0
ID253190047,2/18 Islington St,COLLINGWOOD,1000000.0,u,22/04/2017,3,2.0,2.0,0.0,14.0,-37.8083,144.9908,19977,277.35,10.125,0,1097.6666666666667,5916.0,553.3333333333334
ID572251300,31 Shelley St,ELWOOD,1050000.0,h,7/11/2016,3,1.0,0.0,257.0,99.0,-37.881,144.9841,19955,1130.91,19.5,0,2176.3333333333335,12155.666666666666,675.3333333333334
ID454125130,1/104 Cheddar Rd,RESERVOIR,410000.0,h,15/10/2016,3,1.0,1.0,250.0,59.0,-37.6974,145.0213,20008,875.9,38.22222222222222,0,1118.3333333333333,2578.6666666666665,260.3333333333333
ID135199111,14/3 Struan St,TOORAK,760000.0,u,29/04/2017,2,1.0,1.0,0.0,39.0,-37.8359,145.0126,19906,1028.88,11.904761904761905,0,647.0,2861.3333333333335,222.66666666666666
ID725447307,53 Gloucester Rd,ASHBURTON,1450000.0,h,8/04/2017,2,1.0,1.0,627.0,10.0,-37.8689,145.0882,19847,753.61,31.666666666666668,0,1672.6666666666667,10063.666666666666,646.3333333333334
ID275962970,19 Charles St,NORTHCOTE,1290000.0,h,22/07/2017,3,2.0,1.0,196.0,109.0,-37.77651,144.99074,20017,246.42,19.3,0,142.0,344.6666666666667,39.333333333333336
ID225736683,5 Carrington St,BALWYN NORTH,1850000.0,h,7/11/2016,4,2.0,2.0,619.0,29.0,-37.8025,145.0843,19894,2456.6,25.76923076923077,0,1242.3333333333333,6182.333333333333,410.0
ID778446050,33 Douglas St,ASHWOOD,1575000.0,h,19/08/2017,3,1.0,2.0,787.0,64.0,-37.86394,145.09702,19848,1395.06,30.666666666666668,0,1672.6666666666667,10063.666666666666,646.3333333333334
ID374548678,97 Edwin St,HEIDELBERG HEIGHTS,1645000.0,h,12/08/2017,4,2.0,4.0,596.0,89.0,-37.75008,145.05051,19935,1186.6,29.823529411764707,0,1173.6666666666667,8523.666666666666,974.6666666666666
ID829514231,25/5 Evans St,BRUNSWICK,981000.0,t,13/05/2017,3,2.0,1.0,122.0,7.0,-37.7698,144.9661,19968,618.13,25.333333333333332,0,941.3333333333334,5813.0,575.6666666666666
ID657715163,35 Charles St,BRUNSWICK,871000.0,h,22/05/2016,2,1.0,1.0,215.0,139.0,-37.7722,144.9637,19969,537.12,24.333333333333332,1,1263.6666666666667,7774.0,843.0
ID678423541,6 Conrad Ct,BLACKBURN NORTH,1001000.0,h,17/06/2017,3,1.0,1.0,671.0,49.0,-37.802,145.15828,19898,2138.92,30.307692307692307,0,5.0,73.0,1.0
ID346379215,17/30 Miles St,SOUTHBANK,625000.0,u,12/08/2017,2,1.0,1.0,0.0,59.0,-37.8281,144.96627,19854,1092.04,3.1806451612903226,0,1245.0,3886.0,447.6666666666667
ID989649825,1/37 Yongala St,BALWYN,1255000.0,h,4/06/2016,3,2.0,2.0,308.0,18.0,-37.8056,145.0788,19893,2113.03,23.76923076923077,0,1242.3333333333333,6182.333333333333,410.0
ID846463609,14 James St,SEDDON,900000.0,h,17/06/2017,3,1.0,1.0,252.0,16.0,-37.80552,144.88889,20024,405.26,17.4,0,885.0,1901.0,227.66666666666666
ID148927002,296A Williams Rd,TOORAK,2840000.0,h,11/03/2017,3,2.0,4.0,1317.0,19.0,-37.838,145.0054,19947,787.6,16.214285714285715,0,647.0,2861.3333333333335,222.66666666666666
ID237680255,9 Sargood St,COBURG,642000.0,h,27/06/2016,2,1.0,0.0,167.0,79.0,-37.7477,144.9647,19965,608.07,32.0,0,1460.3333333333333,7810.666666666667,676.6666666666666
ID732519609,2/2 St Kinnord St,ABERFELDIE,380000.0,u,3/12/2016,1,1.0,1.0,0.0,29.0,-37.7561,144.9028,20037,1179.16,24.0,0,1034.6666666666667,2190.6666666666665,217.33333333333334
ID466426950,13 George St,PRESTON,722000.0,h,13/08/2016,2,1.0,1.0,400.0,64.0,-37.7352,144.9852,20012,1403.19,28.3,0,923.3333333333334,7218.333333333333,438.0
ID908157448,50 Dorrit St,CARLTON,1760000.0,h,26/08/2017,3,1.0,2.0,9405.0,139.0,-37.79945,144.96653,19842,1217.83,4.7444444444444445,0,101.33333333333333,253.66666666666666,33.0
ID725441006,7/110 Maribyrnong Rd,MOONEE PONDS,222000.0,u,17/06/2017,1,1.0,0.0,0.0,7.0,-37.77154,144.91597,20039,663.91,20.0,0,313.3333333333333,545.3333333333334,65.66666666666667
ID209676217,103 Cassinia Cr,MEADOW HEIGHTS,430000.0,h,15/07/2017,3,1.0,2.0,522.0,59.0,-37.64683,144.91106000000005,44817,2058.04,43.0,0,318.3333333333333,497.0,140.66666666666666
ID782819853,71 Carlisle St,ST KILDA,1030000.0,h,28/05/2016,3,1.0,1.0,292.0,11.0,-37.8677,144.984,19956,859.25,17.5,0,1862.3333333333333,8393.666666666666,831.3333333333334
ID315228441,14 Knight St,ABERFELDIE,1195000.0,h,19/11/2016,3,2.0,2.0,496.0,94.0,-37.7559,144.8991,20037,1504.81,24.0,0,1034.6666666666667,2190.6666666666665,217.33333333333334
ID675533633,6b Howell St,BENTLEIGH,845000.0,u,22/04/2017,3,1.0,2.0,242.0,23.0,-37.9302,145.0331,19937,561.96,38.266666666666666,0,959.0,4476.666666666667,324.0
ID576942955,9/80 Hobsons Rd,KENSINGTON,855000.0,t,3/06/2017,3,2.0,1.0,68.0,44.0,-37.79554,144.91679,20026,883.27,6.4,0,288.0,712.0,75.66666666666667
ID574294583,8/57 Adams St,SOUTH YARRA,555000.0,u,12/11/2016,1,1.0,1.0,630.0,49.0,-37.8356,144.9773,19959,1359.92,12.571428571428571,1,1568.6666666666667,4937.333333333333,608.0
ID961944440,22 Renwick St,GLEN IRIS,2325000.0,h,4/06/2016,4,3.0,2.0,638.0,89.0,-37.8523,145.0726,19849,700.17,28.666666666666668,0,2649.0,12095.333333333334,939.0
ID474062899,2 Head St,STRATHMORE,1400000.0,h,26/07/2016,3,1.0,2.0,656.0,19.0,-37.7373,144.9217,20035,857.23,29.0,0,1862.3333333333333,8393.666666666666,831.3333333333334
ID600486948,11 Manhattan Sq,VERMONT,980000.0,h,12/08/2017,4,2.0,0.0,539.0,41.0,-37.83459000000001,145.21264,19901,1755.64,36.41379310344828,0,256.0,511.3333333333333,54.666666666666664
ID195109782,43 Green Av,KINGSBURY,740000.0,h,15/07/2017,3,1.0,2.0,633.0,44.0,-37.71402,145.0314,20009,2044.1,35.2,0,92.33333333333333,260.0,36.666666666666664
ID358364770,12 Ellesmere St,NORTHCOTE,1290000.0,h,29/04/2017,2,1.0,0.0,259.0,94.0,-37.7741,145.0073,19929,572.33,19.923076923076923,0,142.0,344.6666666666667,39.333333333333336
ID274928599,23A Wentworth Dr,TAYLORS LAKES,502000.0,t,22/07/2017,3,2.0,2.0,198.0,15.0,-37.69503,144.77868999999995,20000,786.55,37.375,0,502.6666666666667,1662.6666666666667,118.66666666666667
ID598249972,36 Wellington St,FLEMINGTON,2268000.0,h,3/06/2017,4,2.0,2.0,616.0,131.0,-37.78474,144.9322,20040,404.1,18.0,0,2047.6666666666667,9171.0,742.3333333333334
ID390543180,127 Deakin St,ESSENDON,1280000.0,h,12/08/2017,2,1.0,1.0,512.0,89.0,-37.74121,144.89273,20036,2571.3,27.0,1,330.3333333333333,1855.0,82.0
ID347042134,63 Tucker Rd,BENTLEIGH,1245000.0,t,28/08/2016,4,2.0,2.0,345.0,49.0,-37.9291,145.0491,19937,1232.88,38.266666666666666,0,1242.3333333333333,6182.333333333333,410.0
ID532496363,6 Rosewall St,SUNSHINE NORTH,665000.0,h,22/05/2016,3,1.0,2.0,707.0,79.0,-37.7676,144.8339,20004,1380.97,26.375,0,1862.3333333333333,8393.666666666666,831.3333333333334
ID765490808,62 Croydon Rd,CROYDON,985500.0,h,24/06/2017,3,1.0,2.0,973.0,11.0,-37.78964000000001,145.2829,19878,676.33,45.76923076923077,1,1083.6666666666667,3612.6666666666665,368.3333333333333
ID209773751,1/18 Howard St,KEW,600000.0,u,24/06/2017,2,1.0,1.0,847.0,29.0,-37.80798,145.02347,19905,1542.12,13.952380952380953,0,288.0,712.0,75.66666666666667
ID190510805,143 Cornwall Rd,SUNSHINE,460000.0,h,7/11/2016,3,1.0,1.0,306.0,10.0,-37.7807,144.842,20021,1185.3,24.555555555555557,0,1862.3333333333333,8393.666666666666,831.3333333333334
ID404000981,152 Middleborough Rd,BLACKBURN SOUTH,1100000.0,h,16/09/2017,4,3.0,2.0,592.0,2.0,-37.84307,145.13419,19897,2546.44,30.818181818181817,0,990.0,3070.0,411.0
ID367622716,39 Frederick St,DONCASTER,855000.0,t,3/12/2016,4,2.0,2.0,242.0,49.0,-37.7915,145.1258,20042,3109.75,25.775,0,2176.3333333333335,12155.666666666666,675.3333333333334
ID940184468,9 Thompson St,AVONDALE HEIGHTS,934000.0,h,15/07/2017,4,2.0,1.0,581.0,44.0,-37.76421,144.85594,20004,3129.51,26.375,0,1672.6666666666667,10063.666666666666,646.3333333333334
ID306326060,15 Berwick St,RESERVOIR,751000.0,h,27/11/2016,3,1.0,2.0,604.0,79.0,-37.723,145.0024,20011,602.31,31.2,0,1118.3333333333333,2578.6666666666665,260.3333333333333
ID755557751,4 Raymond St,PRESTON,840000.0,h,30/07/2016,4,1.0,2.0,390.0,69.0,-37.7395,144.9843,20012,1430.98,28.3,0,923.3333333333334,7218.333333333333,438.0
ID201158862,46 Durham Rd,SURREY HILLS,1715000.0,h,26/08/2017,3,1.0,2.0,438.0,113.0,-37.83015,145.09035,19894,668.23,25.76923076923077,0,2532.3333333333335,5455.0,713.0
ID919648055,61 Canterbury St,FLEMINGTON,1012000.0,h,13/08/2016,3,1.0,1.0,212.0,89.0,-37.7818,144.9247,20040,721.32,18.0,0,2649.0,12095.333333333334,939.0
ID678509998,33 Kensington Rd,KENSINGTON,1225000.0,h,12/08/2017,3,2.0,2.0,223.0,79.0,-37.79496,144.92659,20041,370.17,17.0,0,288.0,712.0,75.66666666666667
ID312106588,7/3 Tahara Rd,TOORAK,701500.0,u,4/06/2016,2,1.0,1.0,0.0,68.0,-37.8384,145.0178,19946,1419.26,18.214285714285715,0,822.0,3721.0,279.6666666666667
ID947393754,22 Yangoora Pl,GREENSBOROUGH,925000.0,h,24/06/2017,4,2.0,2.0,1070.0,39.0,-37.69999,145.1279,19985,1786.25,41.666666666666664,0,663.0,4010.0,377.0
ID661230454,56 Henry St,WINDSOR,1850000.0,h,3/12/2016,3,1.0,2.0,361.0,7.0,-37.8546,144.9865,19957,512.68,15.5,0,1388.3333333333333,5449.666666666667,526.6666666666666
ID372794703,15 Maughan Pde,BALWYN NORTH,1660000.0,h,28/05/2016,5,3.0,2.0,737.0,69.0,-37.7975,145.0961,19896,2577.86,28.76923076923077,0,1242.3333333333333,6182.333333333333,410.0
ID712997570,5/350 Auburn Rd,HAWTHORN,1236000.0,t,24/06/2017,3,2.0,2.0,159.0,19.0,-37.83179000000001,145.04293,19903,1076.39,17.904761904761905,0,1173.6666666666667,8523.666666666666,974.6666666666666
ID288502193,15 Fraser St,MIDDLE PARK,1025000.0,h,23/04/2016,2,1.0,0.0,123.0,109.0,-37.8551,144.968,19958,2019.35,13.5,0,389.3333333333333,708.6666666666666,87.66666666666667
ID751907221,23 Alden Ct,CHELTENHAM,1120000.0,h,17/06/2017,4,2.0,2.0,806.0,19.0,-37.97245,145.07566,19865,1395.14,44.6875,0,1288.3333333333333,4242.333333333333,480.0
ID253113821,7/1 St Kilda Rd,ST KILDA,616000.0,u,4/06/2016,3,2.0,2.0,0.0,24.0,-37.8573,144.9825,19957,849.47,15.5,0,1862.3333333333333,8393.666666666666,831.3333333333334
ID699695649,20 Warner St,ESSENDON,890000.0,h,16/04/2016,2,1.0,1.0,649.0,69.0,-37.7445,144.9133,20036,736.94,27.0,0,444.3333333333333,2256.0,119.66666666666667
ID199298308,325 Forest Rd,THE BASIN,477000.0,h,8/07/2017,3,1.0,1.0,518.0,59.0,-37.85971,145.31036,19869,2284.32,48.18181818181818,0,502.6666666666667,1662.6666666666667,118.66666666666667
ID723255002,1 Dorothy St,PASCOE VALE,802000.0,h,27/05/2017,3,2.0,1.0,450.0,59.0,-37.71872000000001,144.94871,19963,1136.82,36.0,0,705.3333333333334,5479.666666666667,335.0
ID752359351,76A Norfolk St,MAIDSTONE,650000.0,t,15/07/2017,2,2.0,1.0,279.0,6.0,-37.78799,144.87515,20022,1650.46,21.4,0,717.3333333333334,1763.0,318.6666666666667
ID975263609,1 Grout St,HAMPTON,1325000.0,h,24/06/2017,3,1.0,2.0,400.0,69.0,-37.93434,145.00816,19949,713.31,31.5,0,1841.6666666666667,9184.666666666666,533.3333333333334
ID494708645,275 Thompsons Rd,TEMPLESTOWE LOWER,1250000.0,h,23/09/2017,3,2.0,2.0,838.0,39.0,-37.76649000000001,145.10623,19935,4142.88,29.823529411764707,0,2532.3333333333335,5455.0,713.0
ID835438168,17 Delta Av,COBURG NORTH,1011000.0,h,29/07/2017,4,2.0,2.0,500.0,89.0,-37.72165,144.95853,19963,257.73,36.0,1,1097.6666666666667,5916.0,553.3333333333334
ID141559089,93 Hotham St,COLLINGWOOD,1430000.0,h,4/03/2017,2,1.0,0.0,231.0,119.0,-37.7969,144.9905,19975,428.92,13.235294117647058,0,1097.6666666666667,5916.0,553.3333333333334
ID952309416,208/11 Hillingdon Pl,PRAHRAN,550000.0,u,8/04/2017,1,1.0,1.0,0.0,119.0,-37.8516,144.9943,19958,453.87,13.5,0,705.3333333333334,5479.666666666667,335.0
ID484987492,1101/265 Exhibition St,MELBOURNE,895000.0,u,22/04/2017,3,2.0,3.0,0.0,13.0,-37.8095,144.9691,19843,377.17,6.100558659217877,0,313.3333333333333,545.3333333333334,65.66666666666667
ID592169244,88 Gladstone St,KEW,1410000.0,h,8/07/2017,3,1.0,1.0,404.0,89.0,-37.79893,145.04266,19931,2496.53,24.0,0,288.0,712.0,75.66666666666667
ID992170514,15 Murray St,ELSTERNWICK,3000000.0,h,18/03/2017,4,2.0,2.0,661.0,89.0,-37.8844,145.0117,19954,949.86,21.5,0,1666.0,9333.666666666666,523.0
ID231199641,12 Northumberland Rd,PASCOE VALE,815000.0,h,15/10/2016,3,1.0,2.0,628.0,64.0,-37.7295,144.9316,20034,330.73,31.0,0,923.3333333333334,7218.333333333333,438.0
ID188931311,1 Hodgson Tce,RICHMOND,1495000.0,h,27/11/2016,3,2.0,1.0,159.0,19.0,-37.8195,144.9974,19978,730.02,9.125,0,1118.3333333333333,2578.6666666666665,260.3333333333333
ID425461074,16 Hayes Pde,PASCOE VALE,950000.0,h,10/12/2016,5,2.0,2.0,705.0,69.0,-37.7328,144.9281,20034,227.69,31.0,0,923.3333333333334,7218.333333333333,438.0
ID419993980,6 Prefect St,STRATHMORE,1715000.0,h,18/06/2016,4,3.0,2.0,650.0,18.0,-37.7363,144.9208,20034,897.1,31.0,0,1862.3333333333333,8393.666666666666,831.3333333333334
ID518009132,17/24 Dongola Rd,WEST FOOTSCRAY,815000.0,t,8/04/2017,3,1.0,2.0,203.0,69.0,-37.7928,144.8811,20023,1069.46,19.4,0,298.0,735.0,154.0
ID820794818,33a Durrant St,BRIGHTON,1532000.0,h,22/08/2016,2,1.0,2.0,411.0,109.0,-37.9095,145.004,19952,527.9,24.5,0,3787.3333333333335,14549.666666666666,1179.6666666666667
ID591336016,2/15 Pryton Ct,BALWYN,825000.0,u,20/05/2017,2,2.0,2.0,288.0,3.0,-37.8078,145.1031,19896,1311.76,28.76923076923077,0,959.0,4476.666666666667,324.0
ID490478786,5 Murphy St,NORTH MELBOURNE,1485000.0,h,20/05/2017,3,1.0,1.0,198.0,51.0,-37.8029,144.9459,19973,541.43,6.25,0,84.33333333333333,293.3333333333333,23.0
ID223557742,314 Liberty Pde,HEIDELBERG WEST,580000.0,h,27/05/2017,3,1.0,2.0,429.0,69.0,-37.73704,145.03697,19936,2648.81,31.75,0,1173.6666666666667,8523.666666666666,974.6666666666666
